,1.28 Trial 1,1.28 Trial 2,1.28 Trial 3,1.28-Triton Trial 1,1.28-Triton Trial 2,1.28-Triton Trial 3
Time,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
236,247.062,255.517333,249.299333,9.374,35.430666,24.386
237,246.906,255.444,249.077666,9.318,35.243333,24.264333
238,246.787,255.345,248.96,9.242999,35.055666,24.170666
239,246.671,255.232666,248.863333,9.176666,34.914333,24.066666
240,246.488,255.065333,248.814,9.132666,34.678999,23.965666
241,246.415666,254.878666,248.614333,9.103333,34.452333,23.847333
242,246.291666,254.536333,248.687333,9.061333,34.209,23.743666
243,246.157,254.247,248.728333,9.016666,34.003333,23.621
244,245.874333,254.079666,248.604666,8.959333,33.827333,23.487333
245,245.674333,254.129333,248.223,8.865666,33.653,23.406666
246,245.739333,254.182666,247.989333,8.832666,33.392,23.194666
247,245.577666,253.941,247.858666,8.802999,33.104,22.917
248,245.423,253.637,247.725333,8.832,32.818666,22.608666
249,245.334333,253.368,247.462333,8.785,32.630333,22.410666
250,245.419,253.318666,247.597333,8.763,32.502333,22.289
251,245.470666,253.316666,247.648666,8.749666,32.383333,22.195
252,245.314666,253.141,247.529,8.735999,32.238666,22.14
253,245.251,252.829,247.206333,8.704666,32.017,22.070333
254,245.094666,252.755333,246.968666,8.663333,31.751666,21.934333
255,244.947666,252.458333,246.931333,8.624,31.554,21.813
256,244.862666,252.459666,246.839666,8.592,31.432333,21.739
257,244.782,252.178666,246.767666,8.551,31.329666,21.714666
258,244.616666,252.071,246.634333,8.519,31.121666,21.643333
259,244.405,251.861,246.56,8.514333,30.915,21.531
260,244.353333,251.795333,246.503666,8.527666,30.648333,21.441
261,244.333333,251.802333,246.436333,8.533666,30.445,21.339
262,244.280666,251.751666,246.211,8.510333,30.203,21.256666
263,244.154333,251.643333,246.025666,8.476666,30.003,21.147666
264,244.064,251.538333,245.982,8.455333,29.815,21.054
265,244.019333,251.374,245.934333,8.446666,29.649333,20.987
266,243.985666,251.232,245.782666,8.431999,29.548,20.952333
267,243.975333,251.107333,245.601,8.412999,29.423,20.937333
268,243.987333,250.822333,245.449333,8.392999,29.235,20.865
269,244.020333,250.560333,245.218666,8.369666,29.033666,20.762
270,243.932333,250.466,244.957666,8.369666,28.887333,20.665666
271,243.700333,250.544666,244.849,8.360999,28.771666,20.584666
272,243.483666,250.556333,244.73,8.361333,28.578333,20.471333
273,243.376,250.288333,244.665,8.324,28.308,20.350666
274,243.343666,250.017666,244.533666,8.302333,28.08,20.241
275,243.144333,249.944,244.527666,8.293666,27.907,20.183
276,242.921666,249.940333,244.297,8.305,27.73,20.082
277,242.638,249.972666,244.140333,8.298,27.553333,19.981333
278,242.614666,249.715,243.861333,8.289,27.384,19.858
279,242.617333,249.755666,243.721666,8.255666,27.284333,19.796333
280,242.568666,249.662333,243.501,8.240666,27.156666,19.679
281,242.573,249.610333,243.634,8.235333,27.087666,19.607333
282,242.573666,249.170666,243.722333,8.249333,26.946333,19.523
283,242.644,249.018666,243.832666,8.244666,26.798333,19.467333
284,242.492666,248.861666,243.632,8.206,26.620333,19.339333
285,242.475,248.918333,243.439,8.170666,26.468333,19.220333
286,242.420666,248.778,243.140666,8.148666,26.336,19.119666
287,242.303,248.515333,242.882333,8.124333,26.171333,19.071
288,242.169333,248.136333,242.992333,8.087333,26.021,18.984333
289,242.031,247.755333,242.977666,8.059999,25.883,18.886333
290,241.922333,247.645,242.946,8.046333,25.754333,18.779333
291,241.620666,247.614333,242.683,8.046333,25.645,18.715666
292,241.395,247.598333,242.655333,8.033999,25.521666,18.640666
293,241.338333,247.516,242.62,8.006666,25.38,18.548666
294,241.435666,247.443666,242.429,7.980666,25.251,18.476333
295,241.484333,247.407333,242.176333,7.976999,25.119,18.443333
296,241.357333,247.391333,242.049333,7.999666,24.992666,18.378
297,241.207333,247.318666,242.116333,7.993333,24.865,18.278333
298,241.144,247.128333,242.240333,7.946333,24.713333,18.216
299,241.110666,246.980333,242.274,7.922666,24.543333,18.169666
300,241.001333,246.926,242.205,7.931,24.361666,18.102333
301,240.751,246.785666,242.193333,7.953333,24.218,18.019
302,240.601666,246.642666,242.141666,7.928999,24.093,17.926666
303,240.601,246.491333,241.984,7.906,23.953,17.863
304,240.687,246.555666,241.635333,7.866666,23.860333,17.786333
305,240.830666,246.379,241.417666,7.849333,23.770333,17.731
306,240.883666,246.196333,241.329333,7.833333,23.679333,17.644
307,240.848666,246.230333,241.504333,7.830333,23.491,17.597333
308,240.409666,246.35,241.506666,7.792999,23.349666,17.481666
309,240.127333,246.493,241.448666,7.757,23.221,17.405
310,239.945,246.036333,241.298,7.718666,23.161666,17.297666
311,240.019666,245.816,241.27,7.712,23.058,17.2
312,239.814666,245.507333,241.121333,7.713,22.921333,17.072666
313,239.895333,245.310666,241.033,7.701333,22.749666,16.967333
314,239.857666,245.166,240.819333,7.701,22.578,16.910333
315,239.898333,244.899666,240.824666,7.701333,22.443333,16.887
316,239.947666,245.057333,240.708,7.709333,22.336666,16.809666
317,239.886,244.798,240.785666,7.685666,22.255333,16.731333
318,239.777666,244.731,240.613,7.654999,22.153,16.638666
319,239.263666,244.632,240.374,7.648999,22.022,16.542
320,239.007,244.703666,240.199666,7.671333,21.918333,16.497
